text,label
 Racist Barber Pulls Gun On Black Man Who Asked For A Haircut (VIDEO),FAKE
 Jailers Left Paralyzed Man On Cell Floor For Five Days Before He Died (VIDEO),FAKE
Greek top court to decide Dec. 13 on Russia cyber suspect extradition,REAL
Qatar Says Trump wants to fix Gulf crisis with dialogue,REAL
‘Far Too Sacred’ LFL Weighs In On NFL Kneeling Protest…An Option To Watching The NFL?,FAKE
(VIDEO) CRINGE INDUCING: HILLARY BRINGS OUT THE FAKE SOUTHERN ACCENT ON HER FIRST CAMPAIGN TRIP TO THE SOUTH,FAKE
Trump accuses Mexico's Carlos Slim of trying to help Clinton,REAL
Catalan pro-independence parties working on independence declaration: El Mundo,REAL
EPIC BACKFIRE: The Left Makes Video Warning Followers About Possible Cruz Victory…Ends Up Looking Like Cruz Promo,FAKE
 GOP Election Official Pulls A Gun On An Unarmed Man For Disagreeing With Him While Black (VIDEO),FAKE
The ‘New Cold War’ – A Rehash of Old Rivalries,FAKE
Ex-soccer star 'King George' nears goal of Liberia presidency,REAL
 GOP Bill To Derail Iran Deal Goes Down In Flames After 100+ Republicans Forget To Show Up To Vote,FAKE
 Cleveland Bills Tamir Rice’s Family $500 For An UNBELIEVABLE Reason,FAKE
CHURCHGOERS TRAPPED INSIDE CATHEDRAL After Man Hits Police Officer Guarding Church In Head With Hammer…Authorities Calling It Act Of Terror [VIDEO],FAKE
U.S. consumer finance agency official sues to stop Trump appointment,REAL
BREAKING: Obama Nominates Liberal Merrick Garland For Supreme Court Justice,FAKE
RED ALERT: CLINTON DESTROYED EVIDENCE IN TWO WAYS…Isn’t This Criminal Intent?,FAKE
Trump signs into law U.S. government ban on Kaspersky Lab software,REAL
LOL! LEFTIST RAG PUBLISHES Story About How President Trump Will Use Racist #HurricaneHarvey To Harm Blacks,FAKE
Trump trade adviser strikes conciliatory tone on Mexico; peso firms,REAL
 UNHINGED: White Male GOP Rep. Makes COMPLETELY Off-The-Wall Claim About How ACA Hurt Women,FAKE
"East Libyan commander Haftar says U.N.-backed government obsolete, hints may run in elections",REAL
ILLEGAL IMMIGRATION CASE: Justice Roberts Used Obama’s Own Words Against Him,FAKE
American won't resume Miami service until Tuesday at earliest,REAL
U.S. Senate intelligence panel wants to speak to Donald Trump Jr. - NBC,REAL
SPEAKER SCHEDULED TO Praise Hillary Totally Trashes Her…Taken Off Stage By Security [Video],FAKE
TED CRUZ Demands We Put Immediate Halt On Plans To Bring Refugees With Terror Ties To America,FAKE
SOCIALIST Bernie Sanders Asks Trump’s Pick For Education Sec If She’ll Agree To FREE College…Gets Embarrassing Public SMACK DOWN [VIDEO],FAKE
"BREAKING: HILLARY’S CAMPAIGN CHAIRMAN On Close Friend, Top DOJ Official In Hillary FBI Probe: He “Kept Me Of Jail”",FAKE
Trump attacks 'fake news' following Kushner reports,REAL
"In Pennsylvania Senate race, unfamiliar battle lines on gun rights",REAL
 Viral Video Captures The Importance Of Investing In Children,FAKE
Pope says Trump 'not Christian' in a sign of global concern,REAL
BILL CLINTON Goes At It With TRUMP Supporter In Finger Shaking Rant [Video],FAKE
"COUNTDOWN TICKER: Obama Leaves Office In…5,4,3,2,1…",FAKE
WATCH: HILLARY CALLS PARENT Of Benghazi Victim a Liar On National TV,FAKE
Post-election conundrum awaits Germany's Merkel,REAL
 George H. W. Bush Writes Letter Showing Trump How To NOT Be A Corrupt President,FAKE
Philippines president likely to return police to drugs war soon: spokesman,REAL
FANTASTIC! TRUMP’S 7 POINT PLAN To Reform Healthcare Begins With A Bombshell!,FAKE
NOT-IMPARTIAL DEBATE MODERATOR Martha Raddatz Sat On Whistleblower Story That Could’ve Ended Obama’s Chances in 2008 [VIDEO],FAKE
'Lips and teeth' no more as China's ties with North Korea fray,REAL
Episode #162 – SUNDAY WIRE: ‘The Revolution Will Not Be Televised’ with guest Vanessa Beeley,FAKE
HACKING DEMOCRACY? CIA Accusing Russia of Doing What Langley Does So Well,FAKE
Healthcare disagreements roil U.S. Senate Republicans,REAL
LOONY CALIFORNIA SECESSION Group Proclaims They’ve Opened An Embassy…In Russia [Video],FAKE
"India ""disappointed"" with China blocking bid to blacklist militant leader",REAL
Catalan parliament session delayed for talks between parties,REAL
U.S. Labor Department to delay 'fiduciary' rule for 60 days pending review,REAL
China's Xi calls for more peace-making efforts over North Korea: Xinhua,REAL
"WINNING “Draw Mohammed” Picture Being Sold On E-Bay…With 4 Days Left To Go, You Won’t Believe How High The Bids Are Getting",FAKE
JILL STEIN Claims Recount Is About Possible Foreign Interference…UPDATE: Citizens Petition To Halt Recount Over Evidence Of Foreigners Donations To Stein’s Recount [VIDEO],FAKE
"Turkish, U.S. foreign ministers speak by phone amid visa dispute: sources",REAL
OOPS! HILLARY’S HIT WOMAN LIED About Trump Groping Her…Eye-Witness Comes Forward: “It was she that was the one being flirtatious”,FAKE
New Survey Shows No.1 Fear of US Citizens is Government NOT Terrorism,FAKE
 WATCH: CNN Smacks Down Rudy Giuliani So Hard He Starts Blaming President Obama For Shootings,FAKE
 Trump’s Taj Mahal Will Be Officially Closing After Labor Day,FAKE
" The Worst Possible Person Just Won Alabama’s Runoff For U.S. Senate, And It’s All Trump’s Fault",FAKE
" Even As Trump Rips Their Country On Twitter, Mexico Offers Help With Hurricane Harvey",FAKE
A MOM BRINGS A TRUTH BOMB To The Bathroom Controversy And It Goes Viral…Awesome!,FAKE
Trump tests dealmaker image to sell healthcare bill,REAL
"OBAMA INVITES David Letterman, Will Ferrell And Other Leftist Celebrities To Extravagant Nordic State Dinner For Purpose Of Sending “Strong Message” To Putin",FAKE
"Once on the outside, conservative Koch network warms to Trump",REAL
" WATCH: Fox News Host Loses Her Sh*t, Says Investigating Russia For Hacking Our Election Is Unpatriotic",FAKE
Exclusive: Trump considering fracking mogul Harold Hamm as energy secretary - sources,REAL
Puerto Rico authorizes debt payment suspension; Obama signs rescue bill,REAL
 Controversial Former Fox CEO Roger Ailes Dead At 77,FAKE
 WATCH: Trump Crudely HUMILIATED A Woman Onstage Because She Accidentally Didn’t Introduce Him,FAKE
 Texas Teacher Calls 12-Year-Old Boy A ‘Terrorist’ in Class And Students Bully Him Afterward (VIDEO),FAKE
"Fear of volcanic eruption on Bali forces nearly 135,000 to flee to shelters",REAL
BREAKING: Wikileaks Releases HILLARY’S SPEECH TO Brazilian Bankers: “My Dream Is Open Borders”,FAKE
Trump expected to nominate Senate Democratic aide to be CFTC commissioner: WSJ,REAL
Trump asked Comey to shut down Flynn probe: source,REAL
WATCH RELATIVES SPEAK OUT After Teen Caught In Robbery Is Shot And Killed: “how he going to get his money to have clothes to go to school?”,FAKE
CNN HOST Doesn’t Recognize Star Spangled Banner…Tells Viewers To Listen To French National Anthem,FAKE
"Nothing should change, says Britain in bid for post-Brexit security pact",REAL
OBAMA’S EMBARRASSING Farewell Interview: Mom Was “Hippie” But Shaved Her Legs…Promises To Take 5-Star Mooch On “Nice Vacation…She Deserves It”,FAKE
WATCH CBS HOST EMBARRASS DINGBAT PELOSI After Claiming “Too Much Being Made About Hillary Emails”…It’s A Distraction From Zika [VIDEO],FAKE
Putin Tells Obama and Western Media: “Either stop talking about it or finally show some kind of proof”,FAKE
NOT NEWS: 7 DEAD…35 Wounded In Obama’s Hometown In 2 Days…WATCH: BLACK CHICAGO RESIDENTS Blame Barack Obama [VIDEO],FAKE
Germany condemns latest North Korea missile test in strongest terms,REAL
 Mississippi Senate OKs Bill Giving Church Members License To Kill Perceived Threats,FAKE
 Oregon Passes Highest Minimum Wage In The Nation Despite GOP Temper Tantrum,FAKE
DARTMOUTH #BlackLivesMatter Terrorists TEAR DOWN Memorial To Slain Police Officers Because…”White Supremacy”,FAKE
Irma evacuees find full hotels but a warm welcome in Georgia,REAL
Israeli jets break sound barrier in south Lebanon causing damage,REAL
SHERIFF CLARKE Destroys Idiocy Of Gun Control In Democrat Ghetto Hell-Holes Like BLOOD-SOAKED CHICAGO,FAKE
Egypt FM to head to Ethiopia after Nile dam talks stall,REAL
SHERIFF WON’T ENFORCE GUN CONTROL LAW HE CALLS ‘BORDERLINE TREASONOUS’,FAKE
Trump's son-in-law launches Middle East peace effort,REAL
"Putin, Trump may meet next week at APEC summit",REAL
May's Conservatives win vote to bolster party's numbers on committees,REAL
U.S. Capitol replacing flag display over Confederate imagery,REAL
FLASHBACK: UNCOVERED VIDEO SHOWS HYPOCRITE HARRY REID TELLING CONGRESS “No Sane Country Would Have Birthright Citizenship”,FAKE
"CRAZY LIKE A FOX: JOE BIDEN Announces $2.45 Billion Dollar “Loan” To Money-Sucking AMTRAK…No, We’re Not Kidding!",FAKE
 This Sexist Comment From Trump’s Victory Speech Caps Nightmare Night For GOP (VIDEO),FAKE
" For Bannon, The Losses Just Keep Coming",FAKE
 House Republicans Just Introduced Bill To Slash Social Security,FAKE
U.S. submits formal notice of withdrawal from Paris climate pact,REAL
"Pennsylvania budget to go into effect, ending long stalemate",REAL
 Trump Loses Track Of His Rant Mid-Meltdown Just As Questions Over His Mental Health Resurface,FAKE
Father of Orlando Shooter is Long-time CIA Asset,FAKE
WOW! PRINCETON PROFESSOR DEMONSTRATES How Easily Voter Fraud Is Committed On Electronic Voter Machines [VIDEO],FAKE
HOLLYWOOD DARLING SANDRA BULLOCK To Play “Abortion Barbie” In New Movie,FAKE
Catalan secessionist parties fail to agree on unity ticket for December vote,REAL
Trump replaces chief of staff Priebus with retired General Kelly,REAL
"PRESIDENT TRUMP Blasts Phony Climate Change Crybabies: “I Was Elected to Represent the Citizens of Pittsburgh, Not Paris” [VIDEO]",FAKE
Hard Irish border post-Brexit would be risk to peace: Coveney,REAL
"Nicaragua will join Paris climate pact, leaving U.S., Syria isolated",REAL
 Donald Trump Just Promised Torture Worse Than Waterboarding If Elected (VIDEO),FAKE
Senate Ethics Committee opens probe of Senator Franken,REAL
Austria's conservatives want schools to make 'sufficient' German compulsory,REAL
"House Speaker Ryan says DACA fix, border security need to be linked",REAL
" WATCH: Newt Gingrich Admits Trump Doesn’t Care About Unity, Will Be ‘Unreasonable’",FAKE
Sanders to build base outside of Washington in new Democratic post,REAL
BEGGIN’ MEGYN KELLY’S New Book Ripped To Shreads In Amazon Reviews…Karma!,FAKE
"Trump plan to slash State, foreign aid spending has foes in Congress",REAL
"New Zealand election result stokes housing, migration fears",REAL
" Bernie Sanders Blocked From Speaking At Iowa High School, Guess Who They Let Speak Instead",FAKE
French truckers jam border crossings over cut-price competition,REAL
Exclusive: Trump says U.S. wants fair treatment in climate pact,REAL
WALMART WILL MELT CLASS RINGS WITH CONFEDERATE FLAG: [Video] Refuses To Fulfill Order For Arkansas Woman…Will Refund Payment,FAKE
Illinois governor enlists counterparts to attack Democrats in election ad,REAL
UPDATE: [VIDEO] Bomb Squad Investigating “Substance” Found In Backpack…BREAKING: Faisal Mohammad Is Named As Student Who Stabbed 4 Students With “Large Hunting Knife” On CA Campus,FAKE
Democrats want strong response to intel report on 2016 election,REAL
" Chaffetz Says Screw Congress, Might Leave Before His Term Is Up (DETAILS)",FAKE
"Report shows 1,300 unfilled jobs, strain for German defense procurement",REAL
" If You Vote Hillary In 2016, Look Who May Be Headed To The Supreme Court",FAKE
 Bill Maher Acts Out Trump SOTU Address And PERFECTLY Shows Trump Can’t Ever Be POTUS (VIDEO),FAKE
 Crowd Scientists Have BAD News For Trump Over Inauguration Crowd Size Vs. Women’s March,FAKE
Iraqi Kurdistan parliament delays presidential elections by eight months,REAL
"Argentina's Macri vows to pursue tax, labor, pension reforms",REAL
 Trump Royally F*cks Veterans By Considering Sarah Palin For Secretary Of Veterans Affairs,FAKE
"HATE-FILLED LEFTISTS Tell Former Fox News Host Eric Bolling, His 19-Yr Old Son’s Death Is “Karma”…What He “Deserved” In Response To His Request For Prayers",FAKE
"Motorbike explosion in Syrian city kills child, monitors say",REAL
Ethnic clash in Nigeria leaves four police officers dead: official,REAL
OH THE IRONY! PLANNED PARENTHOOD USES A FAMOUS CARTOON CHARACTER TO DEFEND ABORTION,FAKE
ONLY DAYS AFTER ANNOUNCING Shameless Money Grab…Clock Boy Explains Why He Wants To Come Back To Texas,FAKE
 Trump Supporter Threatens Montel Williams So He Publicly Humiliates Her Into Oblivion,FAKE
Trump will speak with Japan's Abe on Saturday: White House,REAL
CNN PANEL ROARS WITH LAUGHTER At Tim Kaine’s Lame Defense Of Clinton Not Holding A Press Conference [Video],FAKE
North Carolina Republican office painted with anti-Trump message,REAL
"Irma seen costing more than 1 billion euros in Saint Martin, Saint Barth",REAL
British PM May appoints Julian Smith as chief whip: statement,REAL
Trump says he's sure Senator Paul will back Republican health plan,REAL
DEMOCRAT CHAIRMAN YELLS “All Together Now…F*ck Donald Trump!”…Crowd Shoots Middle Finger At Stage [VIDEO],FAKE
White House says rollback of Obamacare must be part of short-term fix,REAL
 Jorge Ramos SLAMS Fox Hosts O’Reilly And Hannity For Coddling Trump (VIDEO),FAKE
Latest House healthcare bill includes concessions to conservatives: Politico,REAL
Turkish forces set up positions in Syria's Idlib,REAL
NANCY PELOSI ARROGANTLY DISMISSES Questions on Crooked Democrat IT Employees Under Investigation [Video],FAKE
LEFTY MEDIA DESPERATELY Tries To Bury Trump But The Brilliant Ken Starr Won’t Buy It [Video],FAKE
U.S. top court preserves Alabama campaign finance curbs,REAL
TRUMP BLASTS SENATE RINO ON TWITTER…Exposes REAL REASON He’s Not Running For Reelection,FAKE
Italy national election likely set for March 4: parliamentary source,REAL
HYSTERICAL! HERE’S HILLARY Yelling It Out On The Campaign Trail,FAKE
 Top Democrat: I Will Make Comey Answer For Trump’s Wiretapping Allegations,FAKE
Climate doubter Pruitt takes EPA reins as Trump targets regulations,REAL
France tells eastern Libyan military commander to respect U.N. talks,REAL
Israel buoyed by Trump tack against Iran atom deal but sees long way to go,REAL
 Fox News ‘Expert’ Will Now Be A Prison Expert For The Next Three Years,FAKE
Saudi Arabia swapping assets for freedom of some held in graft purge: sources,REAL
Hispanic claims victory in Harlem race to replace Rangel in U.S. Congress,REAL
FLASHBACK: GRAPHIC VIDEO SHOWS Hillary Supporters Beating “Deplorable”Trump Supporters Bloody,FAKE
U.S. says Sudan commits to severing North Korea ties,REAL
 Obama Just Warned Trump: Don’t Attack My Wife Or There Will Be Hell To Pay,FAKE
Zimbabwe ex-leader Mugabe visits Singapore hospital: sources,REAL
"Trump lifts refugee ban, but admissions still plummet, data shows",REAL
 Donald Trump Wants To Jail All Americans Who Refuse To Spy On Neighbors,FAKE
U.S. court rejects Trump bid to stop transgender military recruits on Jan. 1,REAL
“GOOD-BYE SWEDEN”: How Muslim Violence…Porous Borders And Horrible Health Care Drove Swedish Blogger To U.S.A.,FAKE
 ‘Millennials Rising’ Republican Super PAC Almost Entirely Funded By One 72-Year-Old White Guy,FAKE
Philippines' Duterte keeps open pit mining ban in policy clash,REAL
More Americans want 'independent' investigation of Trump: Reuters/Ipsos poll,REAL
TRUMP TAPS Anti-Iran Deal Congressman To Head CIA…The Left Goes Ballistic!,FAKE
 Donald Trump’s Despicable Response To The Brussels Bombings Proves Him Unfit For President (VIDEO/TWEETS),FAKE
Sanders not ending campaign in Thursday's video speech: spokesman,REAL
TERRIFIC! PRESIDENT TRUMP Takes On The United Nations With Latest Executive Order,FAKE
UK concerned by implications of U.S. decision on Iran deal: minister,REAL
WAS MURDERED 27 YEAR OLD DEMOCRAT Operative About To Blow The Whistle On VOTER FRAUD When He Was Shot In The Back? [VIDEO],FAKE
"PROOF That Obama Interfered TWICE In Foreign Elections, Including Time He Used U.S. TAXPAYER MONEY To Defeat Conservative Israeli Leader [VIDEO]",FAKE
U.S. Senate panel postpones hearing for Labor nominee Puzder yet again,REAL
U.S. corporate alternative minimum tax should be removed: House Republican,REAL
BOILER ROOM – EP #51 – Social Rejects & Political Pessimists Club,FAKE
If Your Biological Plumbing Doesn’t Match Sign On Door You’ll Have To Use Another Bathroom If This Bill Passes,FAKE
 Disgusting Trump Is Using Hurricane As An Opportunity To Deport People,FAKE
Trump signs temporary spending bill as budget talks intensify,REAL
"WHILE OBAMA VACATIONS AND HANDS OUT A BILLION DOLLAR GIFT TO KENYANS, IRAN’S AYATOLLAH TWEETS PICTURE OF BARACK WITH GUN TO HIS HEAD",FAKE
BUSTED! STATE OFFICIALS Bust Voter Fraudsters In Cases Across America…Exposes Illegal Moves By Workers,FAKE
Proposed new U.S. sanctions ruse to force Russia from EU energy market: TASS cites Putin ally,REAL
Huge Backlash Against Hillary Clinton’s Pandering To Hispanics #NotMyAbuela,FAKE
New Zealand's Labour widens lead as governing party loses ground,REAL
BEGGIN’ MEGYN KELLY’S New Book Ripped To Shreads In Amazon Reviews…Karma!,FAKE
BOOM! CHARLIE DANIELS Nails Obama And Democrats In Just One Tweet,FAKE
New North Dakota governor expects controversial pipeline to be built,REAL
Democratic voter-intimidation cases falter in three U.S. states,REAL
U.S. lawmakers say Trump administration still lacks clear North Korea plan,REAL
WHY AMERICANS SHOULD Care That Facebook’s CEO Is Threatening Users Against Muslim Refugee “Hate Speech”,FAKE
 Cher Just Went Nuclear On Trump In Incredible Twitter Rant (TWEETS),FAKE
Tanzania suspends fourth newspaper since June in media crackdown,REAL
GERMAN VOLUNTEERS HOLD WELCOME RALLY: Applaud As Muslim Migrants Sing Jihadist Songs [Video],FAKE
Additional inspectors sent to Florida's nuclear plants ahead of Irma: NRC,REAL
" Trump Embarrasses America Again, Lets Ivanka Take His Place At G-20 Summit",FAKE
"GERMANY: 10,000 Muslims Allegedly Registered To “March Against Terror”…Actual Number Is Much Less, After Largest Taxpayer-Funded Muslim Group Says March Would Send Wrong Message [VIDEO]",FAKE
NIGHTMARE SCENARIO: FOX NEWS Reports Obama Can Appoint Supreme Court Justice On Jan 3rd…Could This Be His Final ‘SCREW YOU AMERICA’ Act?,FAKE
South Korea to review whether or not to abolish anti-abortion law,REAL
Japan's PM says will keep seeking Trump's understanding on TPP,REAL
 Cliven Bundy’s Sons Occupy Oregon Wildlife Reserve With Armed Militia Of ‘U.S. Patriots’ (VIDEO),FAKE
Mattis says U.S. working to ensure situation around Kirkuk does not escalate,REAL
Death toll in Puerto Rico from Hurricane Maria more than doubles to 34,REAL
Hurricane Irma worsens Latin America's fuel supply crunch,REAL
UNREAL! THIS ONE PHOTO SUMS UP The Anti-Trump Liberal Wackos,FAKE
 Trump Busted For Plagiarizing His Orlando Mass Shooting Tweet,FAKE
WATCH: ACTOR JAMES WOODS Shares HILARIOUS Video Montage Of Reactions By So-Called “Journalists” To Trump’s Win On Election Night,FAKE
Brad Pitt Explains Ridiculous Reason He’s Now An Atheist,FAKE
Lebanon's Hariri leaves Saudi Arabia for UAE trip,REAL
NC TEACHER SIGNS UP FIRST GRADERS For Black Lives Matter Protest With No Consent,FAKE
Support for German SPD slumps to lowest this year: poll,REAL
PA RESTAURANT Forced To CLOSE After ICE Sweep Nabs Illegal Workers…Attorney For Illegals Has UNBELIEVABLE Response,FAKE
 Terrorist Jon Ritzheimer Uses Sobbing Daughters To Beg For Money Before Turning Himself In,FAKE
 WHOA: Russians Hacked Voting Systems In 39 States,FAKE
 SICK: Republicans Write Letters Supporting Child Molester,FAKE
"BREAKING NEWS: Hollywood Kingpin, and Top Hillary Donor, Harvey Weinstein Just Got Some VERY BAD NEWS From His Own Company",FAKE
QUESTION: Which Presidential Candidate Spent The Most On Their Campaign So Far? The ANSWER May Surprise You…,FAKE
 Trump Suffers HUMILIATING Reality Check After Bragging About The Number Of Bills He Has Signed,FAKE
 Dr. Drew: Trump And His Supporters Are Mentally Unstable,FAKE
MEDIA IGNORES! Huge List of Attacks on Conservatives is Shocking,FAKE
Trump vows to protect 'Made in America' products,REAL
 Mexico Makes Toilet Paper Great Again As Americans Can Now Wipe Their A**es With Trump,FAKE
Amnesty International urges Egypt to release detained Nubian activists,REAL
"Desperate for news, Rohingya refugees tune in to 'WhatsApp radio'",REAL
The Sean Spicer Show: White House spokesman's brief season,REAL
UAE diplomat summoned by Turkish ministry over Ottoman tweet,REAL
Macron says pursuing cooperation with Merkel that is vital for Europe,REAL
Tennessee governor endorses Rubio in Republican presidential bid,REAL
"BOOM! TED CRUZ Will Conduct Hearing TODAY: Focusing On Muslim Brotherhood, CAIR And Obama Regime’s Cover-ups, “WILLFUL BLINDNESS” To Radical Islam",FAKE
"Britain will leave EU single market, customs union as one nation-minister",REAL
Facebook's Zuckerberg to meet conservatives on political bias flap,REAL
Catalan leader to lose all powers once Senate approves direct rule,REAL
 Aziz Ansari Just Told Trump To ‘Go F*ck Himself’ As Only He Can (TWEET),FAKE
 Hot Mic Catches Joe Biden Revealing His After VP Plans; Just As Amazing As We Thought (DETAILS),FAKE
Trump pledges strong U.S. ties with India if elected president,REAL
Trump invites Palestinian leader Abbas to White House: Abbas spokesman,REAL
WHY TRUMP IS RIGHT To Recognize Jerusalem As Israel’s Capital,FAKE
Rich would benefit most from Trump tax cut plan: policy group,REAL
"French PM shrugs off labor protests, truckers call strike",REAL
"Hurry, Or He’ll Pop Off! Obama’s Just Waiting For Your Specific “Alternative” [Supercut Video]",FAKE
CHARITY GETS MILLIONS From US To Train “Vulnerable Afghans”,FAKE
UNREAL! BENGHAZI LIAR SUSAN RICE Shows Her Radical Racist Roots With This Outrageous Comment About National Security,FAKE
"China wants Bangladesh, Myanmar to solve Rohingya crisis bilaterally",REAL
McConnell says will discuss Supreme Court pick with Trump,REAL
"Trump tax plan to help businesses, working Americans: White House",REAL
Lawsuit opens new front in Obama immigration legal fight,REAL
HAHA! WATCH DNC CHAIR PEREZ Try To Dodge Questions About Hillary Stealing Dem Primary From Sanders [Video],FAKE
WOMAN INTRODUCING HILLARY Refuses To Say “One Nation Under God”…Hillary Laughs [VIDEO],FAKE
China says it will make efforts on Syria reconstruction,REAL
Big drop in asylum seekers illegally crossing into Canada in September,REAL
OBAMA’S Defense Deputy ACCIDENTALLY ADMITS Obama White House Spied On Candidate Trump During MSNBC Interview…But WAIT…There’s Even MORE To This Story! [VIDEO],FAKE
Haitians in U.S. malign Trump decision to send them back home,REAL
" BREAKING: Republicans Embrace Trump’s Lies, Will Investigate ‘Campaign Surveillance’ As Part Of Russia Probe",FAKE
"HELL FREEZES OVER…Or Does It? [Video] Hundreds Of Muslims In Dearborn, MI Take To Streets To Protest ISIS",FAKE
 Man Who Predicted Fall Of Soviet Union Has A Prediction About Trump Administration,FAKE
ILLEGAL ALIEN WHO MURDERED INNOCENT WOMAN WAS DEPORTED 3 TIMES: Obama’s Solution To Increasing Crime By Illegals…Cut Back On Deportations,FAKE
Hurricane Irma thrives on fateful mix of 'ideal' conditions,REAL
Philippines set to keep open pit mining ban as Duterte rejects call to lift it,REAL
Autos need devices to curb child heatstroke deaths: U.S. lawmakers,REAL
BREAKING: DEMS TRY TO SCAPEGOAT: Release Colin Powell’s E-mail To Hillary…Only Proving They’re Both Corruptocrats,FAKE
WHY DID HARRY REID LIE ABOUT THE “ACCIDENT” He Had That Left Him Blind In One Eye?,FAKE
 Some Conservatives Hate Trump So Much They Are Praising President Obama’s DNC Convention Speech,FAKE
Factbox: Trump's conflicting views on Obama Dreamer policy,REAL
"JULIAN ASSANGE GETS EMOTIONAL Over His Family, Especially Young Children, During Exclusive Sean Hannity Interview [VIDEO]",FAKE
HILLARY’S “OH SH*T” MOMENT: FBI Reveals Emails Found On Weiner’s Laptop Are NOT Duplicates [VIDEO],FAKE
DISNEY OWNED ABC SHOW “Scandal” Shows Actress Having Abortion While “Silent Night” Plays And Narrator Says: “Family doesn’t complete you…it destroys you” [VIDEO] UPDATE: ‘Scandal’ Producer Sits On Planned Parenthood Board,FAKE
"British PM Cameron stands by 'divisive, stupid and wrong' comment on Trump: spokesman",REAL
"Putin opens monument to Stalin's victims, dissidents cry foul",REAL
Kushner interviewed by House intelligence panel,REAL
NURSE FROM One Of Nation’s Largest Hospitals Tweets: “Every white woman raises a detriment to society when they raise a son”…Their Sons “should be sacrificed to the wolves b___””,FAKE
Serbia accuses world of double standards over Catalonia and Kosovo,REAL
" CNN Attacks Larry Wilmore, Cancels Appearance For Mentioning Them In Comedy Skit",FAKE
European courts could decide trade disputes during transition period: PM May,REAL
TERRORISM EXPERT SEBASTIAN GORKA On What Next After London Terror Attack [Video],FAKE
"Obama, EU leaders agree to stick together, stay tough on Russia",REAL
Trump administration has found only $20 million in existing funds for wall,REAL
"Boiler Room EP #129 – Mandalay ‘Massacre:’ Initial Boil Down with Hesh, Spore, Jay, Funk and Pharaoh",FAKE
British police arrest 18-year-old in hunt for London train bomber,REAL
 NASA Publicly Humiliates Right-Wing Climate Change Deniers On Facebook With Real Science,FAKE
Pages of U.S. 9/11 report detailing possible Saudi ties made public,REAL
 Trump Official Gets Asked A Simple Question About Global Warming. Her Response Is Unbelievable. (VIDEO),FAKE
Factbox: International reaction to arrest of Reuters reporters in Myanmar,REAL
China's precedent-breaking Xi Jinping gets set to bolster his power,REAL
 Fox Contributor Makes Total Fool Of Himself With Strange Idea To Defeat Both Hillary And Trump,FAKE
 Trump Gets HUMILIATED After Whining About States Refusing To Give Voter Info To His ‘Voter Fraud’ Panel,FAKE
BOOM! Fed Judge Ruling UNBLOCKS Trump Travel Ban…Asks ACLU Lawyer: “Where Does It Say Muslim Countries?”,FAKE
 Climate Change Deniers Get A PERFECT New Name From Dan Rather That Applies To Trump Supporters,FAKE
Trump's new travel ban raises bar for legal challenges,REAL
"French PM defends flight home for 350,000 euros",REAL
DNC Chair Asks Democrat Members Of Congress To “Bring A Muslim” To State Of Union…,FAKE
EU's Barnier worried by UK's post-Brexit plan for Irish border,REAL
WIFE OF JOHN CONYERS CONFRONTS MEDIA At Her House: ‘Do you go and stalk white people’s houses?’ [Video],FAKE
 CNN Host Abruptly Ends Segment After Fox Sports Guest Makes DISGUSTING Trump-like Comment (VIDEO),FAKE
"Trump meets wireless, drone executives on new technologies",REAL
Turkey-backed rebels in Syria put IS jihadists through rehab,REAL
"BATON ROUGE COP KILLER Had “Inspirational” YouTube Channel, Was Racist Member Of Farrakhan’s Nation Of ISLAM: “My Religion Is The Religion Of ‘Justice'” [VIDEO]",FAKE
JUST IN: SUSPECTED LEAKER and “Close Confidant” of James Comey Has Been Reassigned From His Post As TOP FBI Lawyer [VIDEO],FAKE
EPA staff told to prepare for Trump executive orders: sources,REAL
Social media firms summoned to U.S. Congressional hearings on Russia,REAL
Russia's Putin says Obama administration does not stick to any deals,REAL
Cuba says U.S. decision to reduce Havana embassy staff is 'hasty',REAL
Go-go going as Chinese women fuel Thai tourism boom,REAL
Turkey asks U.S. about jailed trader: foreign ministry sources,REAL
Germany refuses to recognize Catalonia independence move,REAL
Protesters force Rohingya refugees to flee Sri Lanka safe house,REAL
Pro-Trump groups take no prisoners in rush to help an embattled president,REAL
MIKE ROWE SENDS A BRUTAL MESSAGE To The Media Trying To Label TRUMP Supporters As “Uneducated”,FAKE
 Trump Jr. Throws Temper Tantrum While Comey Testifies That His Dad Obstructed Justice,FAKE
U.S. Congress members decry 'ethnic cleansing' in Myanmar; Suu Kyi doubts allegations,REAL
Factbox: What do laws say about Catalan self-determination?,REAL
 Incredibly Sexist Comment At Rally Earns Kasich Some Instant Karma (VIDEO),FAKE
STRAIGHT FROM THE HEART! Pres. Trump Speaks To LEO’s About Executive Order: “I listened to a bunch of stuff last night on television that was disgraceful.” [Video],FAKE
"Like Zimbabwe, South Africa needs leadership change: ANC official",REAL
REMEMBERING FDR’S Famous Pearl Harbor Speech: How “A Date That Will Live In Infamy” Almost Wasn’t [AUDIO],FAKE
(VIDEO) THIS WILL MAKE YOUR DAY! CHICAGO MAYOR EMANUEL RUSHED OUT OF HOSTILE BUDGET MEETING,FAKE
"CAN YOU HEAR HIM NOW? President Trump Doubles Down: Condemns ‘Evil’ KKK, White Supremacists, Neo-Nazis [Video and Transcript]",FAKE
